"Klub","Nazwa_stadionu","Pojemnosc","Liczba_widzow","Srednia","Wykorzystanie","Sezon","Kraj","Liczba_meczow","Zwyciestwa","Remisy","Porazki","Gole_zdobyte","Gole_stracone","Bilans_goli","Punkty"
"Pogoń Szczecin","Stadion Miejski im. Floriana Krygiera",21163,5821,1.94,9.2,"2020/2021","Polska",15,8,5,2,17,8,9,29
"Raków Częstochowa","Miejski Stadion Piłkarski Raków",5500,5291,1.764,32.1,"2020/2021","Polska",15,9,3,3,19,9,10,30
"Wisła Płock","Orlen Stadion",10978,4979,1.245,11.3,"2020/2021","Polska",15,4,4,7,18,19,-1,16
"Warta Poznań","Stadion Dyskobolii Grodzisk Wielkopolski",5383,4253,2.127,39.5,"2020/2021","Polska",15,6,2,7,14,15,-1,20
"Lech Poznań","Enea Poznań",41609,383514,22.56,54.2,"2021/2022","Polska",17,13,3,1,40,7,33,42
"Wisła Kraków","Stadion Miejski im. Henryka Reymana",33130,259679,15.275,46.1,"2021/2022","Polska",17,5,5,7,21,21,0,20
"Legia Warszawa","Stadion Miejski im. Marszałka Józefa Piłsudskiego",30805,246554,14.503,47.1,"2021/2022","Polska",17,10,0,7,29,21,8,30
"Górnik Zabrze","Arena Zabrze",24563,204726,12.043,49,"2021/2022","Polska",17,7,5,5,26,21,5,26
"Śląsk Wrocław","Tarczyński Arena Wrocław",42771,157872,9.287,21.7,"2021/2022","Polska",17,3,8,6,18,25,-7,17
"Lechia Gdańsk","Polsat Plus Arena Gdańsk",43615,149275,8.781,20.1,"2021/2022","Polska",17,12,4,1,30,11,19,40
"Pogoń Szczecin","Stadion Miejski im. Floriana Krygiera",21163,130484,7.676,36.3,"2021/2022","Polska",17,11,3,3,41,19,22,36
"Cracovia","Stadion Cracovii im. Józefa Piłsudskiego",15016,118927,6.996,46.6,"2021/2022","Polska",17,7,5,5,24,19,5,26
"Jagiellonia Białystok","Stadion Miejski",22432,118616,6.977,31.1,"2021/2022","Polska",17,5,8,4,23,20,3,23
"Raków Częstochowa","Miejski Stadion Piłkarski Raków",5500,72346,4.256,77.4,"2021/2022","Polska",17,10,6,1,35,13,22,36
"Radomiak Radom","Stadion im. Braci Czachorów",8840,65336,4.084,46.2,"2021/2022","Polska",17,7,7,3,26,22,4,28
"Piast Gliwice","Stadion Miejski w Gliwicach",9913,63433,3.731,37.6,"2021/2022","Polska",17,7,4,6,23,22,1,25
"Stal Mielec","Stadion MOSiR w Mielcu",6864,60409,3.553,51.8,"2021/2022","Polska",17,7,4,6,21,21,0,25
"Zagłębie Lubin","KGHM Zagłębie Arena",16100,53812,3.165,19.7,"2021/2022","Polska",17,7,3,7,25,28,-3,24
"Bruk-Bet Termalica Nieciecza","Stadion Bruk-Bet",4666,49124,2.89,61.9,"2021/2022","Polska",17,5,5,7,19,26,-7,20
"Górnik Łęczna","Arena BOGDANKA",7464,48171,2.834,38,"2021/2022","Polska",17,4,6,7,15,27,-12,18
"Wisła Płock","Orlen Stadion",10978,36363,2.139,19.5,"2021/2022","Polska",17,11,2,4,27,14,13,35
"Warta Poznań","Stadion Dyskobolii Grodzisk Wielkopolski",5383,31564,1.857,34.5,"2021/2022","Polska",17,4,6,7,16,22,-6,18
"Legia Warszawa","Stadion Miejski im. Marszałka Józefa Piłsudskiego",30805,360506,21.206,68.8,"2022/2023","Polska",17,12,5,0,38,17,21,41
"Lech Poznań","Enea Poznań",41609,352516,20.736,49.8,"2022/2023","Polska",17,9,2,6,25,15,10,29
"Widzew Łódź","Stadion Widzewa",18018,293033,17.237,95.7,"2022/2023","Polska",17,5,3,9,22,28,-6,18
"Pogoń Szczecin","Stadion Miejski im. Floriana Krygiera",21163,261750,15.397,72.8,"2022/2023","Polska",17,10,4,3,33,23,10,34
"Górnik Zabrze","Arena Zabrze",24563,249219,14.66,59.7,"2022/2023","Polska",17,6,5,6,23,23,0,23
"Śląsk Wrocław","Tarczyński Arena Wrocław",42771,176213,10.365,24.2,"2022/2023","Polska",17,6,6,5,23,23,0,24
"Korona Kielce","Suzuki Arena",15500,171495,10.088,65.1,"2022/2023","Polska",17,8,3,6,19,19,0,27
"Jagiellonia Białystok","Stadion Miejski",22432,153979,9.058,40.4,"2022/2023","Polska",17,8,4,5,30,22,8,28
"Cracovia","Stadion Cracovii im. Józefa Piłsudskiego",15016,143345,8.432,56.2,"2022/2023","Polska",17,8,5,4,23,10,13,29
"Lechia Gdańsk","Polsat Plus Arena Gdańsk",43615,127049,7.473,17.1,"2022/2023","Polska",17,5,4,8,15,22,-7,19
"Zagłębie Lubin","KGHM Zagłębie Arena",16100,98799,5.812,36.1,"2022/2023","Polska",17,4,5,8,13,20,-7,17
"Raków Częstochowa","Miejski Stadion Piłkarski Raków",5500,89534,5.267,95.8,"2022/2023","Polska",17,14,2,1,41,10,31,44
"Stal Mielec","Stadion MOSiR w Mielcu",6864,86242,5.073,73.9,"2022/2023","Polska",17,6,7,4,18,14,4,25
"Miedź Legnica","Stadion im. Orła Białego",6194,74942,4.408,71.2,"2022/2023","Polska",17,3,7,7,16,23,-7,16
"Piast Gliwice","Stadion Miejski w Gliwicach",9913,70889,4.17,42.1,"2022/2023","Polska",17,7,4,6,20,15,5,25
"Wisła Płock","Orlen Stadion",10978,66885,3.934,35.8,"2022/2023","Polska",17,8,4,5,23,16,7,28
"Radomiak Radom","Stadion im. Braci Czachorów",8840,61503,3.618,40.9,"2022/2023","Polska",17,5,4,8,17,20,-3,19
"Warta Poznań","Stadion Dyskobolii Grodzisk Wielkopolski",5383,47294,2.782,51.7,"2022/2023","Polska",17,5,7,5,21,18,3,22
"Legia Warszawa","Stadion Miejski im. Marszałka Józefa Piłsudskiego",30805,227333,25.259,82,"2023/2024","Polska",10,6,2,2,18,9,9,20
"Lech Poznań","Enea Poznań",41609,198696,22.077,53.1,"2023/2024","Polska",10,6,2,2,22,12,10,20
"Pogoń Szczecin","Stadion Miejski im. Floriana Krygiera",21163,157518,17.502,82.7,"2023/2024","Polska",10,4,2,4,21,18,3,14
"Śląsk Wrocław","Tarczyński Arena Wrocław",42771,156591,22.37,52.3,"2023/2024","Polska",9,5,3,1,15,7,8,18
"Widzew Łódź","Stadion Widzewa",18018,120539,17.22,95.6,"2023/2024","Polska",9,5,0,4,10,11,-1,15
"Górnik Zabrze","Arena Zabrze",24563,105066,15.009,61.1,"2023/2024","Polska",9,5,2,2,9,6,3,17
"Ruch Chorzów","Stadion Slaski",55211,101223,12.653,22.9,"2023/2024","Polska",9,1,5,3,11,15,-4,8
"Jagiellonia Białystok","Stadion Miejski",22432,86931,10.866,48.4,"2023/2024","Polska",9,8,1,0,26,7,19,25
"Korona Kielce","Suzuki Arena",15500,75205,10.744,69.3,"2023/2024","Polska",8,2,4,2,12,10,2,10
"ŁKS Łódź","Stadion Miejski w Łodzi im. Władysława Króla",18029,73822,9.228,51.2,"2023/2024","Polska",10,2,4,4,10,19,-9,10
"Zagłębie Lubin","KGHM Zagłębie Arena",16100,61737,7.717,47.9,"2023/2024","Polska",10,4,3,3,11,12,-1,15
"Cracovia","Stadion Cracovii im. Józefa Piłsudskiego",15016,60143,8.592,57.2,"2023/2024","Polska",10,2,5,3,15,19,-4,11
"Radomiak Radom","Stadion im. Braci Czachorów",8840,57992,8.285,93.7,"2023/2024","Polska",10,2,5,3,12,11,1,11
"Raków Częstochowa","Miejski Stadion Piłkarski Raków",5500,47640,5.293,96.2,"2023/2024","Polska",10,7,3,0,21,4,17,24
"Warta Poznań","Stadion Dyskobolii Grodzisk Wielkopolski",5383,45496,5.055,93.9,"2023/2024","Polska",9,1,3,5,6,11,-5,6
"Stal Mielec","Stadion MOSiR w Mielcu",6864,44436,5.555,80.9,"2023/2024","Polska",8,4,2,2,15,10,5,14
"Piast Gliwice","Stadion Miejski w Gliwicach",9913,40315,5.759,58.1,"2023/2024","Polska",8,3,4,1,10,6,4,13
"Puszcza Niepołomice","Stadion Cracovii im. Józefa Piłsudskiego",15016,25867,3.233,21.5,"2023/2024","Polska",10,4,4,2,14,14,0,16
"Ajax Amsterdam","Johan Cruijff ArenA",55600,858330,50.49,90.8,"2012/2013","Holandia",17,11,5,1,40,10,30,38
"Feyenoord Rotterdam","Stadion Feyenoord ""De Kuip""",47500,772500,45.441,95.7,"2012/2013","Holandia",17,14,3,0,42,12,30,45
"PSV Eindhoven","Philips Stadion",35000,564000,33.176,94.8,"2012/2013","Holandia",17,14,0,3,58,17,41,42
"FC Twente Enschede","De Grolsch Veste",30205,500700,29.453,97.5,"2012/2013","Holandia",17,10,4,3,33,17,16,34
"SC Heerenveen","Abe Lenstra Stadion",27224,420444,24.732,90.9,"2012/2013","Holandia",17,8,3,6,29,30,-1,27
"FC Groningen","Euroborg",22555,358856,21.109,93.6,"2012/2013","Holandia",17,6,5,6,20,25,-5,23
"FC Utrecht","Stadion ""Galgenwaard""",23750,331999,19.529,82.2,"2012/2013","Holandia",17,11,3,3,27,12,15,36
"Vitesse Arnhem","GelreDome",21248,313718,18.454,86.9,"2012/2013","Holandia",17,9,6,2,34,18,16,33
"NAC Breda","Rat Verlegh Stadion",19000,294500,17.324,91.2,"2012/2013","Holandia",17,7,3,7,25,27,-2,24
"AZ Alkmaar","AFAS Stadion",19478,276855,16.286,83.6,"2012/2013","Holandia",17,5,4,8,29,23,6,19
"Roda JC Kerkrade","Parkstad Limburg Stadion",19979,229879,13.522,67.7,"2012/2013","Holandia",17,6,8,3,29,18,11,26
"NEC Nijmegen","Goffertstadion",12500,202126,11.89,95.1,"2012/2013","Holandia",17,4,6,7,19,30,-11,18
"Willem II Tilburg","Koning Willem II Stadion",14700,192325,11.313,77,"2012/2013","Holandia",17,5,3,9,23,35,-12,18
"PEC Zwolle","MAC³PARK stadion",14000,183307,10.783,77,"2012/2013","Holandia",17,5,4,8,23,29,-6,19
"ADO Den Haag","Bingoal Stadion",15000,177324,10.431,69.5,"2012/2013","Holandia",17,6,6,5,25,28,-3,24
"Heracles Almelo","Erve Asito",12080,143286,8.429,69.8,"2012/2013","Holandia",17,6,6,5,38,32,6,24
"VVV-Venlo","Covebo Stadion - De Koel ",8000,114317,6.725,84.1,"2012/2013","Holandia",17,3,4,10,22,42,-20,13
"RKC Waalwijk","Mandemakers Stadion",7508,105187,6.187,82.4,"2012/2013","Holandia",17,7,5,5,24,19,5,26
"Ajax Amsterdam","Johan Cruijff ArenA",55600,865413,50.907,91.6,"2013/2014","Holandia",17,13,3,1,42,9,33,42
"Feyenoord Rotterdam","Stadion Feyenoord ""De Kuip""",47500,775300,45.606,96,"2013/2014","Holandia",17,12,2,3,44,17,27,38
"PSV Eindhoven","Philips Stadion",35000,570400,33.553,95.9,"2013/2014","Holandia",17,11,3,3,34,18,16,36
"FC Twente Enschede","De Grolsch Veste",30205,502275,29.546,97.8,"2013/2014","Holandia",17,9,8,0,43,17,26,35
"SC Heerenveen","Abe Lenstra Stadion",27224,392784,23.105,84.9,"2013/2014","Holandia",17,9,4,4,43,27,16,31
"FC Groningen","Euroborg",22555,337942,19.879,88.1,"2013/2014","Holandia",17,9,5,3,31,20,11,32
"Vitesse Arnhem","GelreDome",21248,322690,18.982,89.3,"2013/2014","Holandia",17,8,6,3,32,19,13,30
"NAC Breda","Rat Verlegh Stadion",19000,304551,17.915,94.3,"2013/2014","Holandia",17,6,6,5,25,19,6,24
"FC Utrecht","Stadion ""Galgenwaard""",23750,292452,17.203,72.4,"2013/2014","Holandia",17,10,4,3,31,23,8,34
"AZ Alkmaar","AFAS Stadion",19478,264942,15.585,80,"2013/2014","Holandia",17,10,5,2,36,18,18,35
"Roda JC Kerkrade","Parkstad Limburg Stadion",19979,237543,13.973,69.9,"2013/2014","Holandia",17,4,4,9,21,30,-9,16
"PEC Zwolle","MAC³PARK stadion",14000,204615,12.036,86,"2013/2014","Holandia",17,5,7,5,26,20,6,22
"NEC Nijmegen","Goffertstadion",12500,188097,11.065,88.5,"2013/2014","Holandia",17,4,6,7,29,41,-12,18
"ADO Den Haag","Bingoal Stadion",15000,184373,10.845,72.3,"2013/2014","Holandia",17,8,4,5,29,30,-1,28
"SC Cambuur Leeuwarden","Cambuurstadion",10250,165381,9.728,94.9,"2013/2014","Holandia",17,10,2,5,30,19,11,32
"Heracles Almelo","Erve Asito",12080,141762,8.339,69,"2013/2014","Holandia",17,4,5,8,19,27,-8,17
"Go Ahead Eagles Deventer","De Adelaarshorst",9909,129702,7.63,77,"2013/2014","Holandia",17,7,5,5,27,26,1,26
"RKC Waalwijk","Mandemakers Stadion",7508,106275,6.251,83.3,"2013/2014","Holandia",17,5,5,7,26,30,-4,20
"Ajax Amsterdam","Johan Cruijff ArenA",55600,839854,49.403,88.9,"2014/2015","Holandia",17,12,3,2,37,11,26,39
"Feyenoord Rotterdam","Stadion Feyenoord ""De Kuip""",47500,769627,45.272,95.3,"2014/2015","Holandia",17,10,2,5,31,20,11,32
"PSV Eindhoven","Philips Stadion",35000,550800,32.4,92.6,"2014/2015","Holandia",17,16,0,1,50,12,38,48
"FC Twente Enschede","De Grolsch Veste",30205,484400,28.494,94.3,"2014/2015","Holandia",17,8,4,5,26,23,3,22
"SC Heerenveen","Abe Lenstra Stadion",27224,410210,24.13,88.6,"2014/2015","Holandia",17,8,5,4,33,21,12,29
"FC Groningen","Euroborg",22555,341266,20.074,89,"2014/2015","Holandia",17,7,8,2,26,18,8,29
"NAC Breda","Rat Verlegh Stadion",19000,302200,17.776,93.6,"2014/2015","Holandia",17,3,5,9,19,32,-13,14
"Vitesse Arnhem","GelreDome",21248,291500,17.147,80.7,"2014/2015","Holandia",17,8,8,1,36,18,18,32
"FC Utrecht","Stadion ""Galgenwaard""",23750,282989,16.646,70.1,"2014/2015","Holandia",17,6,4,7,32,31,1,22
"AZ Alkmaar","AFAS Stadion",19478,263701,15.512,79.6,"2014/2015","Holandia",17,9,3,5,30,27,3,30
"PEC Zwolle","MAC³PARK stadion",14000,207614,12.213,87.2,"2014/2015","Holandia",17,11,4,2,40,15,25,37
"Willem II Tilburg","Koning Willem II Stadion",14700,205438,12.085,82.2,"2014/2015","Holandia",17,8,5,4,25,22,3,29
"ADO Den Haag","Bingoal Stadion",15000,203592,11.976,79.8,"2014/2015","Holandia",17,8,4,5,30,23,7,28
"SC Cambuur Leeuwarden","Cambuurstadion",10250,166521,9.795,95.6,"2014/2015","Holandia",17,8,2,7,25,22,3,26
"Heracles Almelo","Erve Asito",12080,141361,8.315,68.8,"2014/2015","Holandia",17,5,4,8,23,29,-6,19
"Go Ahead Eagles Deventer","De Adelaarshorst",9909,134547,7.915,79.9,"2014/2015","Holandia",17,4,3,10,14,29,-15,15
"FC Dordrecht","Matchoholic Stadion",4235,65861,3.874,91.5,"2014/2015","Holandia",17,3,4,10,15,34,-19,13
"Excelsior Rotterdam","Van Donge & De Roo Stadion - Woudestein",4400,59056,3.474,79,"2014/2015","Holandia",17,4,5,8,26,37,-11,17
"Ajax Amsterdam","Johan Cruijff ArenA",55600,841205,49.483,89,"2015/2016","Holandia",17,13,3,1,49,12,37,42
"Feyenoord Rotterdam","Stadion Feyenoord ""De Kuip""",47500,806000,47.412,99.8,"2015/2016","Holandia",17,11,3,3,33,14,19,36
"PSV Eindhoven","Philips Stadion",35000,571700,33.629,96.1,"2015/2016","Holandia",17,13,3,1,41,16,25,42
"FC Twente Enschede","De Grolsch Veste",30205,438700,25.806,85.4,"2015/2016","Holandia",17,9,3,5,31,25,6,27
"SC Heerenveen","Abe Lenstra Stadion",27224,398886,23.464,86.2,"2015/2016","Holandia",17,6,4,7,24,29,-5,22
"FC Groningen","Euroborg",22555,358575,21.093,93.5,"2015/2016","Holandia",17,10,3,4,25,19,6,33
"FC Utrecht","Stadion ""Galgenwaard""",23750,293539,17.267,72.7,"2015/2016","Holandia",17,9,4,4,30,24,6,31
"Vitesse Arnhem","GelreDome",21248,287367,16.904,79.6,"2015/2016","Holandia",17,7,4,6,30,18,12,25
"AZ Alkmaar","AFAS Stadion",19478,258257,15.192,78,"2015/2016","Holandia",17,10,2,5,38,24,14,32
"Roda JC Kerkrade","Parkstad Limburg Stadion",19979,252032,14.825,74.2,"2015/2016","Holandia",17,3,6,8,15,25,-10,15
"Willem II Tilburg","Koning Willem II Stadion",14700,213742,12.573,85.5,"2015/2016","Holandia",17,3,6,8,19,26,-7,15
"PEC Zwolle","MAC³PARK stadion",14000,208235,12.249,87.5,"2015/2016","Holandia",17,10,2,5,35,27,8,32
"ADO Den Haag","Bingoal Stadion",15000,204465,12.027,80.2,"2015/2016","Holandia",17,4,8,5,20,22,-2,20
"NEC Nijmegen","Goffertstadion",12500,198568,11.68,93.4,"2015/2016","Holandia",17,11,2,4,25,17,8,35
"Heracles Almelo","Erve Asito",12080,191829,11.284,93.4,"2015/2016","Holandia",17,9,5,3,28,23,5,32
"De Graafschap Doetinchem","Stadion ""De Vijverberg""",12600,184278,10.84,86,"2015/2016","Holandia",17,3,6,8,23,29,-6,15
"SC Cambuur Leeuwarden","Cambuurstadion",10250,164886,9.699,94.6,"2015/2016","Holandia",17,2,5,10,12,32,-20,11
"Excelsior Rotterdam","Van Donge & De Roo Stadion - Woudestein",4400,61218,3.601,81.8,"2015/2016","Holandia",17,4,5,8,21,31,-10,17
"Ajax Amsterdam","Johan Cruijff ArenA",55600,843534,49.62,89.2,"2016/2017","Holandia",17,14,2,1,48,12,36,44
"Feyenoord Rotterdam","Stadion Feyenoord ""De Kuip""",47500,808000,47.529,100.1,"2016/2017","Holandia",17,15,2,0,56,11,45,47
"PSV Eindhoven","Philips Stadion",35000,573300,33.724,96.4,"2016/2017","Holandia",17,13,3,1,35,9,26,42
"FC Twente Enschede","De Grolsch Veste",30205,432200,25.424,84.2,"2016/2017","Holandia",17,8,4,5,28,22,6,28
"SC Heerenveen","Abe Lenstra Stadion",27224,376158,22.127,81.3,"2016/2017","Holandia",17,8,5,4,26,16,10,29
"FC Groningen","Euroborg",22555,332327,19.549,86.7,"2016/2017","Holandia",17,5,8,4,25,24,1,23
"FC Utrecht","Stadion ""Galgenwaard""",23750,310694,18.276,77,"2016/2017","Holandia",17,10,3,4,28,17,11,33
"Vitesse Arnhem","GelreDome",21248,266945,15.703,73.9,"2016/2017","Holandia",17,9,2,6,31,21,10,29
"AZ Alkmaar","AFAS Stadion",19478,252583,14.858,76.3,"2016/2017","Holandia",17,5,9,3,31,25,6,24
"Roda JC Kerkrade","Parkstad Limburg Stadion",19979,235672,13.863,69.4,"2016/2017","Holandia",17,6,5,6,17,18,-1,23
"PEC Zwolle","MAC³PARK stadion",14000,218540,12.855,91.8,"2016/2017","Holandia",17,5,5,7,19,28,-9,20
"Willem II Tilburg","Koning Willem II Stadion",14700,211660,12.451,84.7,"2016/2017","Holandia",17,5,5,7,17,22,-5,20
"NEC Nijmegen","Goffertstadion",12500,193072,11.357,90.9,"2016/2017","Holandia",17,6,4,7,21,26,-5,22
"ADO Den Haag","Bingoal Stadion",15000,192839,11.343,75.6,"2016/2017","Holandia",17,7,3,7,22,21,1,24
"Heracles Almelo","Erve Asito",12080,188861,11.109,92,"2016/2017","Holandia",17,8,3,6,32,21,11,27
"Sparta Rotterdam","Sparta-stadion - Het Kasteel",11026,174048,10.238,92.9,"2016/2017","Holandia",17,6,4,7,24,24,0,22
"Go Ahead Eagles Deventer","De Adelaarshorst",9909,159797,9.4,94.9,"2016/2017","Holandia",17,4,1,12,20,35,-15,13
"Excelsior Rotterdam","Van Donge & De Roo Stadion - Woudestein",4400,69176,4.069,92.5,"2016/2017","Holandia",17,6,5,6,27,25,2,23
"Ajax Amsterdam","Johan Cruijff ArenA",55600,845079,49.711,89.4,"2017/2018","Holandia",17,14,1,2,45,12,33,43
"Feyenoord Rotterdam","Stadion Feyenoord ""De Kuip""",47500,775000,45.588,96,"2017/2018","Holandia",17,11,3,3,37,17,20,36
"PSV Eindhoven","Philips Stadion",35000,566840,33.344,95.3,"2017/2018","Holandia",17,15,2,0,44,9,35,47
"FC Twente Enschede","De Grolsch Veste",30205,426000,25.059,83,"2017/2018","Holandia",17,4,6,7,25,31,-6,18
"SC Heerenveen","Abe Lenstra Stadion",27224,352818,20.754,76.2,"2017/2018","Holandia",17,6,5,6,21,24,-3,23
"FC Utrecht","Stadion ""Galgenwaard""",23750,322512,18.971,79.9,"2017/2018","Holandia",17,9,7,1,32,21,11,34
"FC Groningen","Euroborg",22555,314815,18.519,82.1,"2017/2018","Holandia",17,7,7,3,32,21,11,28
"NAC Breda","Rat Verlegh Stadion",19000,312861,18.404,96.9,"2017/2018","Holandia",17,7,1,9,26,31,-5,22
"Vitesse Arnhem","GelreDome",21248,270972,15.94,75,"2017/2018","Holandia",17,7,6,4,35,20,15,27
"AZ Alkmaar","AFAS Stadion",19478,251550,14.797,76,"2017/2018","Holandia",17,11,2,4,40,23,17,35
"PEC Zwolle","MAC³PARK stadion",14000,221838,13.049,93.2,"2017/2018","Holandia",17,8,4,5,27,20,7,28
"Roda JC Kerkrade","Parkstad Limburg Stadion",19979,214420,12.613,63.1,"2017/2018","Holandia",17,4,4,9,21,34,-13,16
"Willem II Tilburg","Koning Willem II Stadion",14700,212286,12.487,85,"2017/2018","Holandia",17,6,4,7,31,29,2,22
"ADO Den Haag","Bingoal Stadion",15000,196136,11.537,76.9,"2017/2018","Holandia",17,7,4,6,26,27,-1,25
"Heracles Almelo","Erve Asito",12080,179867,10.58,87.6,"2017/2018","Holandia",17,9,4,4,29,25,4,31
"Sparta Rotterdam","Sparta-stadion - Het Kasteel",11026,172708,10.159,92.1,"2017/2018","Holandia",17,6,2,9,21,36,-15,20
"VVV-Venlo","Covebo Stadion - De Koel ",8000,115692,6.805,85.1,"2017/2018","Holandia",17,3,6,8,19,29,-10,15
"Excelsior Rotterdam","Van Donge & De Roo Stadion - Woudestein",4400,71422,4.201,95.5,"2017/2018","Holandia",17,3,5,9,16,24,-8,14
"Ajax Amsterdam","Johan Cruijff ArenA",55600,900784,52.987,95.3,"2018/2019","Holandia",17,15,2,0,70,13,57,47
"Feyenoord Rotterdam","Stadion Feyenoord ""De Kuip""",47500,715100,42.065,88.6,"2018/2019","Holandia",17,14,0,3,43,16,27,42
"PSV Eindhoven","Philips Stadion",35000,579200,34.071,97.3,"2018/2019","Holandia",17,16,1,0,58,7,51,49
"FC Utrecht","Stadion ""Galgenwaard""",23750,320374,18.846,79.4,"2018/2019","Holandia",17,9,5,3,30,16,14,32
"SC Heerenveen","Abe Lenstra Stadion",27224,318636,18.743,68.9,"2018/2019","Holandia",17,4,7,6,27,35,-8,19
"NAC Breda","Rat Verlegh Stadion",19000,310447,18.262,96.1,"2018/2019","Holandia",17,4,6,7,18,30,-12,18
"FC Groningen","Euroborg",22555,306433,18.025,79.9,"2018/2019","Holandia",17,10,1,6,26,16,10,31
"Vitesse Arnhem","GelreDome",21248,260877,15.346,72.2,"2018/2019","Holandia",17,10,6,1,45,25,20,36
"AZ Alkmaar","AFAS Stadion",19478,257002,15.118,77.6,"2018/2019","Holandia",17,11,3,3,35,15,20,36
"PEC Zwolle","MAC³PARK stadion",14000,229118,13.478,96.3,"2018/2019","Holandia",17,6,3,8,31,31,0,21
"Willem II Tilburg","Koning Willem II Stadion",14700,220969,12.998,88.4,"2018/2019","Holandia",17,6,2,9,26,33,-7,20
"ADO Den Haag","Bingoal Stadion",15000,213530,12.561,83.7,"2018/2019","Holandia",17,7,4,6,33,32,1,25
"De Graafschap Doetinchem","Stadion ""De Vijverberg""",12600,209465,12.321,97.8,"2018/2019","Holandia",17,6,3,8,25,28,-3,21
"Heracles Almelo","Erve Asito",12080,186888,10.993,91,"2018/2019","Holandia",17,11,0,6,42,32,10,33
"Fortuna Sittard","Fortuna Sittard Stadion",12500,154698,9.1,72.8,"2018/2019","Holandia",17,7,5,5,30,26,4,26
"FC Emmen","De Oude Meerdijk",8309,140050,8.238,99.2,"2018/2019","Holandia",17,5,5,7,23,31,-8,20
"VVV-Venlo","Covebo Stadion - De Koel ",8000,116082,6.828,85.4,"2018/2019","Holandia",17,7,3,7,25,25,0,24
"Excelsior Rotterdam","Van Donge & De Roo Stadion - Woudestein",4400,71784,4.223,96,"2018/2019","Holandia",17,6,4,7,27,36,-9,22
"Ajax Amsterdam","Johan Cruijff ArenA",55600,693446,53.342,95.9,"2019/2020","Holandia",13,11,0,2,40,8,32,33
"Feyenoord Rotterdam","Stadion Feyenoord ""De Kuip""",47500,591637,45.511,95.8,"2019/2020","Holandia",13,9,3,1,29,15,14,30
"PSV Eindhoven","Philips Stadion",35000,403500,33.625,96.1,"2019/2020","Holandia",12,8,3,1,32,12,20,27
"FC Twente Enschede","De Grolsch Veste",30205,353100,27.162,89.9,"2019/2020","Holandia",13,5,3,5,23,22,1,18
"SC Heerenveen","Abe Lenstra Stadion",27224,258804,18.486,67.9,"2019/2020","Holandia",14,3,8,3,17,18,-1,17
"FC Groningen","Euroborg",22555,237912,18.301,81.1,"2019/2020","Holandia",13,7,1,5,17,10,7,22
"FC Utrecht","Stadion ""Galgenwaard""",23750,233251,19.438,81.8,"2019/2020","Holandia",12,8,0,4,30,12,18,24
"Vitesse Arnhem","GelreDome",21248,189426,14.571,68.6,"2019/2020","Holandia",13,7,3,3,24,15,9,24
"Willem II Tilburg","Koning Willem II Stadion",14700,176516,13.578,92.4,"2019/2020","Holandia",13,7,4,2,17,9,8,25
"PEC Zwolle","MAC³PARK stadion",14000,160285,13.357,95.4,"2019/2020","Holandia",12,5,2,5,28,30,-2,17
"ADO Den Haag","Bingoal Stadion",15000,156008,12.001,80,"2019/2020","Holandia",13,2,6,5,11,17,-6,12
"AZ Alkmaar","AFAS Stadion",19478,142385,10.953,56.2,"2019/2020","Holandia",13,10,1,2,32,8,24,31
"Heracles Almelo","Erve Asito",12080,133997,10.307,85.3,"2019/2020","Holandia",13,8,1,4,31,17,14,25
"Sparta Rotterdam","Sparta-stadion - Het Kasteel",11026,130620,10.048,91.1,"2019/2020","Holandia",13,7,3,3,30,16,14,24
"FC Emmen","De Oude Meerdijk",8309,106131,8.164,98.3,"2019/2020","Holandia",13,9,2,2,26,12,14,29
"Fortuna Sittard","Fortuna Sittard Stadion",12500,103680,7.975,63.8,"2019/2020","Holandia",13,6,4,3,22,17,5,22
"VVV-Venlo","Covebo Stadion - De Koel ",8000,85537,6.58,82.3,"2019/2020","Holandia",13,5,3,5,14,21,-7,18
"RKC Waalwijk","Mandemakers Stadion",7508,73867,5.682,75.7,"2019/2020","Holandia",13,3,2,8,13,20,-7,11
"Ajax Amsterdam","Johan Cruijff ArenA",55600,34500,11.5,20.7,"2020/2021","Holandia",17,14,2,1,53,14,39,44
"Feyenoord Rotterdam","Stadion Feyenoord ""De Kuip""",47500,32500,10.833,22.8,"2020/2021","Holandia",17,9,6,2,35,13,22,33
